Product Brand Name,Product Name,Product Quantity,Product Offered Price,Product Original Price,Product Sale Price,Product Discount
Fresho,Parsley Leaves - Curly,1 kg,₹503,₹689.04,No Product Sale Price,27% OFF
Fresho,"Pineapple - Chunks, Single Serve",80 g,₹36,₹49.32,No Product Sale Price,27% OFF
Fresho,Pak Choi,1 kg,₹576.31,₹789.47,No Product Sale Price,27% OFF
Fresho,"Apple - Fuji, Regular",2x4 pcs - Multipack,₹410.26,₹562,No Product Sale Price,27% OFF
Fresho,Apricot - Dried,200 g,₹294.19,₹403,No Product Sale Price,27% OFF
Fresho,"Onion Flower/Peyajkoli - Rich In Vitamin K, Antioxidants",1 pc - (approx. 180-200g),₹21.17,₹29,No Product Sale Price,27% OFF
Fresho,Aloe Vera - Organically grown (Loose),1 pc,₹42,₹57.53,No Product Sale Price,27% OFF
Fresho,"Pomegranate - Single Serve, Peeled",80 g,₹53,₹72.6,No Product Sale Price,27% OFF
Fresho,Zespri Kiwi - Sun Gold,3 pcs,₹302,₹413.7,No Product Sale Price,27% OFF
Fresho,Persimmon /Amarphal,1 kg,₹671.6,₹920,No Product Sale Price,27% OFF
Fresho,Cherry - Imported,250 g,₹695.5,₹952.74,No Product Sale Price,27% OFF
Fresho,Pandan Leaves,5 Pcs - (Approx. 80g -100g),₹30.66,₹42,No Product Sale Price,27% OFF
Fresho,Drumstick - Cut,200 g,₹55,₹75.34,No Product Sale Price,27% OFF
Fresho,"Apple - Washington, Economy",4 pcs - 450g - 500g,₹154.03,₹211,No Product Sale Price,27% OFF
Fresho,Pomelo - Peeled,200 g,₹80,₹109.59,No Product Sale Price,27% OFF
Fresho,"Mango Leaves - Used To Decorate, For Festivals & Puja",2 pcs,₹39.42,₹54,No Product Sale Price,27% OFF
Fresho,Yam - Cut,500 g,₹114,₹156.16,No Product Sale Price,27% OFF
Fresho,"Kale - Curled, American",1 pc - 200 to 250 gm,₹46,₹63.01,No Product Sale Price,27% OFF
Fresho,Tulsi Leaves,1 kg,₹163,₹223.29,No Product Sale Price,27% OFF
Fresho,Yam (Loose),1 pc - (1 to 2.25 kg),₹124.1,₹170,No Product Sale Price,27% OFF
Fresho,Arai Keerai,1 Kg,₹143,₹195.89,No Product Sale Price,27% OFF
